id клиента;дата создания;оценка заказа
1697375;2020-12-15 22:52:00;5
2382743;2020-12-15 22:52:00;5
1510040;2020-12-15 22:51:00;5
1865263;2020-12-15 22:51:00;5
1865263;2020-12-15 22:51:00;5
422736;2020-12-15 22:51:00;5
1153726;2020-12-15 22:50:00;5
1858444;2020-12-15 22:50:00;5
2382323;2020-12-15 22:49:00;5
267929;2020-12-15 22:49:00;5
1791094;2020-12-15 22:49:00;5
2382507;2020-12-15 22:49:00;5
356274;2020-12-15 22:49:00;5
2382652;2020-12-15 22:49:00;5
1803197;2020-12-15 22:49:00;4
1518246;2020-12-15 22:48:00;5
1803197;2020-12-15 22:48:00;4
2313007;2020-12-15 22:48:00;5
2341754;2020-12-15 22:48:00;4
354279;2020-12-15 22:47:00;5
1321811;2020-12-15 22:46:00;5
1715407;2020-12-15 22:46:00;5
1715407;2020-12-15 22:46:00;5
2008596;2020-12-15 22:45:00;3
2028821;2020-12-15 22:45:00;5
2382045;2020-12-15 22:45:00;5
2136373;2020-12-15 22:44:00;1
979916;2020-12-15 22:44:00;5
702550;2020-12-15 22:44:00;5
1244860;2020-12-15 22:44:00;5
1876542;2020-12-15 22:43:00;5
2238005;2020-12-15 22:42:00;5
347280;2020-12-15 22:41:00;5
2289850;2020-12-15 22:40:00;5
2182193;2020-12-15 22:40:00;5
415061;2020-12-15 22:39:00;5
237395;2020-12-15 22:39:00;3
1256669;2020-12-15 22:38:00;3
1935302;2020-12-15 22:38:00;5
1737950;2020-12-15 22:38:00;4
1017080;2020-12-15 22:37:00;5
2377844;2020-12-15 22:37:00;5
776821;2020-12-15 22:37:00;5
2373839;2020-12-15 22:37:00;5
2379738;2020-12-15 22:36:00;5
1917617;2020-12-15 22:36:00;5
585986;2020-12-15 22:36:00;4
1025140;2020-12-15 22:36:00;3
1224976;2020-12-15 22:36:00;5
2363989;2020-12-15 22:36:00;3
2022490;2020-12-15 22:35:00;5
2209613;2020-12-15 22:35:00;5
1025140;2020-12-15 22:35:00;5
652123;2020-12-15 22:35:00;5
2197042;2020-12-15 22:34:00;5
1810948;2020-12-15 22:34:00;5
804699;2020-12-15 22:33:00;5
1662482;2020-12-15 22:33:00;5
725202;2020-12-15 22:33:00;3
1186851;2020-12-15 22:31:00;5
1147709;2020-12-15 22:31:00;5
302489;2020-12-15 22:30:00;5
1307374;2020-12-15 22:30:00;5
309473;2020-12-15 22:30:00;5
410827;2020-12-15 22:30:00;5
1276893;2020-12-15 22:29:00;5
1121556;2020-12-15 22:29:00;5
1887750;2020-12-15 22:29:00;5
1121556;2020-12-15 22:29:00;5
1961323;2020-12-15 22:29:00;5
2049000;2020-12-15 22:28:00;5
2382634;2020-12-15 22:28:00;5
2382634;2020-12-15 22:28:00;5
350595;2020-12-15 22:28:00;1
2244654;2020-12-15 22:28:00;5
2049143;2020-12-15 22:27:00;5
1028923;2020-12-15 22:26:00;5
2309194;2020-12-15 22:26:00;1
2346151;2020-12-15 22:25:00;5
2326400;2020-12-15 22:25:00;5
835883;2020-12-15 22:25:00;5
2379510;2020-12-15 22:24:00;5
618968;2020-12-15 22:23:00;5
2303261;2020-12-15 22:22:00;5
1835944;2020-12-15 22:22:00;5
1429049;2020-12-15 22:22:00;5
1968903;2020-12-15 22:22:00;5
1434797;2020-12-15 22:22:00;5
1110375;2020-12-15 22:21:00;5
2178678;2020-12-15 22:20:00;3
2382632;2020-12-15 22:20:00;4
1348119;2020-12-15 22:20:00;5
2373699;2020-12-15 22:19:00;5
2374683;2020-12-15 22:19:00;5
1307255;2020-12-15 22:18:00;5
2208914;2020-12-15 22:18:00;5
2086080;2020-12-15 22:18:00;5
2382895;2020-12-15 22:17:00;5
2382895;2020-12-15 22:17:00;5
2382066;2020-12-15 22:16:00;5
2139158;2020-12-15 22:16:00;5
617208;2020-12-15 22:16:00;5
2366514;2020-12-15 22:16:00;1
2109899;2020-12-15 22:16:00;5
1735370;2020-12-15 22:15:00;5
364119;2020-12-15 22:15:00;5
959819;2020-12-15 22:13:00;3
1227820;2020-12-15 22:11:00;5
1179931;2020-12-15 22:11:00;5
1886518;2020-12-15 22:11:00;5
2357536;2020-12-15 22:10:00;5
2382305;2020-12-15 22:10:00;5
2379704;2020-12-15 22:09:00;4
1941188;2020-12-15 22:09:00;5
1367603;2020-12-15 22:09:00;5
1301306;2020-12-15 22:08:00;5
2382573;2020-12-15 22:08:00;5
2171004;2020-12-15 22:08:00;5
2240991;2020-12-15 22:08:00;5
1764823;2020-12-15 22:08:00;5
2359905;2020-12-15 22:08:00;3
2219349;2020-12-15 22:08:00;4
1764823;2020-12-15 22:08:00;5
2320351;2020-12-15 22:07:00;5
2112362;2020-12-15 22:07:00;5
2054690;2020-12-15 22:06:00;5
780004;2020-12-15 22:06:00;5
1887538;2020-12-15 22:06:00;1
1575755;2020-12-15 22:06:00;5
2054690;2020-12-15 22:06:00;5
1575755;2020-12-15 22:06:00;5
1246230;2020-12-15 22:04:00;5
1324077;2020-12-15 22:04:00;5
2209608;2020-12-15 22:04:00;5
268308;2020-12-15 22:03:00;5
2370779;2020-12-15 22:03:00;5
2381738;2020-12-15 22:03:00;4
2382179;2020-12-15 22:03:00;5
1003416;2020-12-15 22:02:00;4
1218450;2020-12-15 22:02:00;5
476240;2020-12-15 22:02:00;2
1806312;2020-12-15 22:01:00;4
537392;2020-12-15 22:01:00;5
2185802;2020-12-15 22:01:00;5
2185802;2020-12-15 22:01:00;5
1352625;2020-12-15 22:01:00;4
2236210;2020-12-15 22:00:00;5
2376110;2020-12-15 21:59:00;5
2381421;2020-12-15 21:59:00;5
1947739;2020-12-15 21:59:00;5
1947739;2020-12-15 21:59:00;5
1947739;2020-12-15 21:59:00;5
2377191;2020-12-15 21:58:00;1
781521;2020-12-15 21:58:00;5
2382756;2020-12-15 21:58:00;5
944659;2020-12-15 21:58:00;5
539728;2020-12-15 21:58:00;5
240820;2020-12-15 21:58:00;5
2159101;2020-12-15 21:58:00;1
1815057;2020-12-15 21:58:00;5
1193822;2020-12-15 21:57:00;5
1815057;2020-12-15 21:57:00;5
2383028;2020-12-15 21:57:00;5
1176879;2020-12-15 21:57:00;2
1815057;2020-12-15 21:57:00;5
2380356;2020-12-15 21:57:00;5
2347625;2020-12-15 21:56:00;5
391468;2020-12-15 21:56:00;3
2136373;2020-12-15 21:56:00;5
662091;2020-12-15 21:56:00;5
1095219;2020-12-15 21:56:00;2
662091;2020-12-15 21:56:00;5
2031819;2020-12-15 21:55:00;5
662091;2020-12-15 21:55:00;5
662091;2020-12-15 21:55:00;5
2382415;2020-12-15 21:55:00;5
2382415;2020-12-15 21:55:00;5
2332737;2020-12-15 21:55:00;5
662091;2020-12-15 21:55:00;5
923161;2020-12-15 21:55:00;2
662091;2020-12-15 21:55:00;5
2017286;2020-12-15 21:55:00;5
2017286;2020-12-15 21:55:00;5
662091;2020-12-15 21:54:00;5
1031407;2020-12-15 21:54:00;5
1829949;2020-12-15 21:54:00;3
2064767;2020-12-15 21:53:00;4
914295;2020-12-15 21:53:00;5
1121228;2020-12-15 21:53:00;5
2261702;2020-12-15 21:53:00;5
2349967;2020-12-15 21:53:00;5
1567385;2020-12-15 21:53:00;5
651849;2020-12-15 21:52:00;5
2377532;2020-12-15 21:52:00;5
2035875;2020-12-15 21:52:00;5
439950;2020-12-15 21:51:00;5
1920092;2020-12-15 21:50:00;5
2358403;2020-12-15 21:50:00;5
732757;2020-12-15 21:50:00;5
2382602;2020-12-15 21:50:00;5
1705332;2020-12-15 21:50:00;5
2240625;2020-12-15 21:50:00;5
2240625;2020-12-15 21:50:00;5
732757;2020-12-15 21:50:00;5
359538;2020-12-15 21:49:00;5
2373136;2020-12-15 21:48:00;5
1305489;2020-12-15 21:48:00;5
1095739;2020-12-15 21:48:00;5
1782343;2020-12-15 21:47:00;4
2244525;2020-12-15 21:47:00;5
2244525;2020-12-15 21:47:00;5
1897448;2020-12-15 21:46:00;5
1592124;2020-12-15 21:46:00;5
2351780;2020-12-15 21:46:00;3
940484;2020-12-15 21:46:00;1
1502045;2020-12-15 21:43:00;5
1936417;2020-12-15 21:43:00;5
2086651;2020-12-15 21:43:00;5
2175851;2020-12-15 21:42:00;2
2175851;2020-12-15 21:42:00;2
959819;2020-12-15 21:42:00;5
2054221;2020-12-15 21:42:00;5
807653;2020-12-15 21:41:00;5
2374563;2020-12-15 21:41:00;5
486140;2020-12-15 21:41:00;3
704427;2020-12-15 21:41:00;5
2233156;2020-12-15 21:41:00;5
2223019;2020-12-15 21:40:00;5
767579;2020-12-15 21:40:00;5
2352637;2020-12-15 21:40:00;5
1581269;2020-12-15 21:40:00;5
2380312;2020-12-15 21:39:00;5
2221515;2020-12-15 21:39:00;5
426337;2020-12-15 21:39:00;5
1690562;2020-12-15 21:38:00;5
2382232;2020-12-15 21:38:00;5
223853;2020-12-15 21:38:00;5
2380198;2020-12-15 21:38:00;5
306456;2020-12-15 21:37:00;5
496098;2020-12-15 21:37:00;5
2351571;2020-12-15 21:36:00;3
948813;2020-12-15 21:36:00;5
948813;2020-12-15 21:36:00;5
948813;2020-12-15 21:36:00;5
948813;2020-12-15 21:36:00;5
948813;2020-12-15 21:35:00;5
948813;2020-12-15 21:35:00;5
1148310;2020-12-15 21:35:00;5
948813;2020-12-15 21:35:00;5
1802851;2020-12-15 21:35:00;5
948813;2020-12-15 21:35:00;5
775851;2020-12-15 21:35:00;5
730832;2020-12-15 21:34:00;5
948813;2020-12-15 21:34:00;5
1802851;2020-12-15 21:34:00;5
2092149;2020-12-15 21:34:00;5
2092149;2020-12-15 21:33:00;5
2361350;2020-12-15 21:33:00;5
2382387;2020-12-15 21:33:00;5
2383064;2020-12-15 21:33:00;5
1715293;2020-12-15 21:33:00;5
2228349;2020-12-15 21:24:00;1
183471;2020-12-15 21:24:00;5
2228349;2020-12-15 21:23:00;2
2249330;2020-12-15 21:23:00;5
873899;2020-12-15 21:23:00;5
652329;2020-12-15 21:23:00;5
1967225;2020-12-15 21:22:00;5
2365881;2020-12-15 21:21:00;5
2382244;2020-12-15 21:21:00;5
2335091;2020-12-15 21:20:00;5
229559;2020-12-15 21:20:00;5
2237855;2020-12-15 21:20:00;5
2222916;2020-12-15 21:20:00;3
2280888;2020-12-15 21:20:00;5
2365386;2020-12-15 21:20:00;5
1935764;2020-12-15 21:20:00;5
2381762;2020-12-15 21:19:00;4
332721;2020-12-15 21:19:00;5
2183882;2020-12-15 21:17:00;3
1480491;2020-12-15 21:16:00;5
1569367;2020-12-15 21:16:00;5
2106162;2020-12-15 21:15:00;5
535512;2020-12-15 21:14:00;5
2225526;2020-12-15 21:14:00;5
2380538;2020-12-15 21:14:00;3
1718952;2020-12-15 21:13:00;5
868148;2020-12-15 21:13:00;5
2035104;2020-12-15 21:13:00;4
1198875;2020-12-15 21:12:00;5
2368367;2020-12-15 21:12:00;4
431328;2020-12-15 21:12:00;5
1119100;2020-12-15 21:11:00;3
2192366;2020-12-15 21:11:00;5
1733022;2020-12-15 21:11:00;5
2174744;2020-12-15 21:11:00;5
1392297;2020-12-15 21:10:00;4
1265823;2020-12-15 21:10:00;5
2381724;2020-12-15 21:10:00;5
2069146;2020-12-15 21:10:00;5
1861806;2020-12-15 21:09:00;5
1729305;2020-12-15 21:09:00;5
1729305;2020-12-15 21:09:00;5
1729305;2020-12-15 21:09:00;5
1729305;2020-12-15 21:08:00;5
1729305;2020-12-15 21:08:00;5
1729305;2020-12-15 21:08:00;5
1729305;2020-12-15 21:08:00;5
1729305;2020-12-15 21:08:00;5
1729305;2020-12-15 21:08:00;5
1178378;2020-12-15 21:08:00;5
2284026;2020-12-15 21:07:00;5
1744558;2020-12-15 21:07:00;4
1970561;2020-12-15 21:07:00;5
2378866;2020-12-15 21:07:00;5
1729305;2020-12-15 21:06:00;3
1423434;2020-12-15 21:06:00;5
1607423;2020-12-15 21:05:00;5
216528;2020-12-15 21:05:00;5
2355289;2020-12-15 21:04:00;4
1791345;2020-12-15 21:04:00;5
359209;2020-12-15 21:03:00;5
221853;2020-12-15 21:03:00;5
2365593;2020-12-15 21:02:00;5
1382912;2020-12-15 21:01:00;5
1364521;2020-12-15 21:01:00;5
1706555;2020-12-15 21:01:00;5
1782875;2020-12-15 21:00:00;2
542752;2020-12-15 21:00:00;5
2059857;2020-12-15 20:59:00;5
1885434;2020-12-15 20:57:00;3
2373534;2020-12-15 20:57:00;5
2382614;2020-12-15 20:56:00;5
2028655;2020-12-15 20:56:00;5
694458;2020-12-15 20:56:00;2
2352265;2020-12-15 20:55:00;5
2314810;2020-12-15 20:54:00;5
1388020;2020-12-15 20:54:00;3
2381892;2020-12-15 20:53:00;4
376731;2020-12-15 20:53:00;5
2277831;2020-12-15 20:53:00;5
1823807;2020-12-15 20:52:00;5
1823807;2020-12-15 20:52:00;5
1203476;2020-12-15 20:51:00;5
796790;2020-12-15 20:51:00;5
2332154;2020-12-15 20:51:00;5
2332154;2020-12-15 20:51:00;5
2357590;2020-12-15 20:51:00;4
1015821;2020-12-15 20:51:00;5
2382595;2020-12-15 20:49:00;5
1769617;2020-12-15 20:49:00;5
2312802;2020-12-15 20:47:00;5
2382163;2020-12-15 20:47:00;5
957394;2020-12-15 20:46:00;5
2004443;2020-12-15 20:46:00;5
320992;2020-12-15 20:46:00;5
2379025;2020-12-15 20:45:00;5
2358620;2020-12-15 20:45:00;5
1218022;2020-12-15 20:45:00;5
1218280;2020-12-15 20:45:00;5
2381955;2020-12-15 20:45:00;2
277215;2020-12-15 20:45:00;5
2133905;2020-12-15 20:44:00;5
1720428;2020-12-15 20:44:00;5
2069732;2020-12-15 20:44:00;5
2381941;2020-12-15 20:43:00;5
365630;2020-12-15 20:43:00;5
1778156;2020-12-15 20:43:00;5
1778156;2020-12-15 20:43:00;5
2382537;2020-12-15 20:43:00;5
1586114;2020-12-15 20:42:00;5
861405;2020-12-15 20:42:00;5
2268454;2020-12-15 20:42:00;5
2331508;2020-12-15 20:41:00;5
2331508;2020-12-15 20:41:00;5
1401677;2020-12-15 20:40:00;5
454268;2020-12-15 20:40:00;5
2382590;2020-12-15 20:40:00;5
2361794;2020-12-15 20:40:00;5
2069869;2020-12-15 20:39:00;5
222850;2020-12-15 20:39:00;5
542226;2020-12-15 20:39:00;5
194617;2020-12-15 20:39:00;5
860627;2020-12-15 20:39:00;5
971497;2020-12-15 20:38:00;3
2199495;2020-12-15 20:38:00;5
2171146;2020-12-15 20:37:00;5
2122103;2020-12-15 20:37:00;5
2258448;2020-12-15 20:37:00;5
1960780;2020-12-15 20:37:00;5
1571775;2020-12-15 20:34:00;5
1800166;2020-12-15 20:34:00;4
2104022;2020-12-15 20:34:00;5
2380717;2020-12-15 20:34:00;3
2231544;2020-12-15 20:33:00;5
447256;2020-12-15 20:32:00;5
613343;2020-12-15 20:32:00;5
856754;2020-12-15 20:32:00;5
308628;2020-12-15 20:32:00;5
1688899;2020-12-15 20:32:00;5
1688899;2020-12-15 20:32:00;5
1934262;2020-12-15 20:30:00;5
1204925;2020-12-15 20:30:00;3
2303427;2020-12-15 20:29:00;5
1363146;2020-12-15 20:28:00;5
799498;2020-12-15 20:27:00;4
2136277;2020-12-15 20:27:00;5
336233;2020-12-15 20:26:00;4
2360632;2020-12-15 20:26:00;5
1289589;2020-12-15 20:26:00;5
1289589;2020-12-15 20:26:00;5
2360632;2020-12-15 20:26:00;5
2360632;2020-12-15 20:25:00;5
2381842;2020-12-15 20:25:00;5
2381842;2020-12-15 20:25:00;5
1014776;2020-12-15 20:24:00;5
1356791;2020-12-15 20:24:00;4
1610141;2020-12-15 20:24:00;5
1874623;2020-12-15 20:24:00;5
1874623;2020-12-15 20:24:00;5
2369462;2020-12-15 20:24:00;5
2382019;2020-12-15 20:24:00;5
516821;2020-12-15 20:24:00;5
401631;2020-12-15 20:23:00;5
2382130;2020-12-15 20:22:00;4
693685;2020-12-15 20:22:00;5
1918633;2020-12-15 20:22:00;5
2359459;2020-12-15 20:21:00;4
2383143;2020-12-15 20:21:00;1
2106623;2020-12-15 20:21:00;5
1091395;2020-12-15 20:21:00;5
1091395;2020-12-15 20:21:00;5
730740;2020-12-15 20:21:00;5
2382826;2020-12-15 20:20:00;5
2382826;2020-12-15 20:20:00;5
2046272;2020-12-15 20:19:00;5
1681561;2020-12-15 20:19:00;5
1093931;2020-12-15 20:18:00;5
2356060;2020-12-15 20:17:00;5
2381969;2020-12-15 20:17:00;5
2378723;2020-12-15 20:16:00;5
296700;2020-12-15 20:16:00;5
1070044;2020-12-15 20:16:00;3
789485;2020-12-15 20:15:00;5
1944476;2020-12-15 20:15:00;1
2381479;2020-12-15 20:15:00;5
2138262;2020-12-15 20:14:00;5
1087566;2020-12-15 20:14:00;5
1883260;2020-12-15 20:14:00;5
1883260;2020-12-15 20:14:00;5
2138262;2020-12-15 20:13:00;5
649377;2020-12-15 20:13:00;5
483769;2020-12-15 20:12:00;5
2369893;2020-12-15 20:11:00;5
2059022;2020-12-15 20:11:00;5
2381923;2020-12-15 20:10:00;5
1126853;2020-12-15 20:10:00;5
1975300;2020-12-15 20:10:00;3
2382714;2020-12-15 20:09:00;4
1590711;2020-12-15 20:09:00;5
1589529;2020-12-15 20:09:00;5
2321678;2020-12-15 20:08:00;5
1545088;2020-12-15 20:08:00;5
2109617;2020-12-15 20:07:00;5
2382684;2020-12-15 20:05:00;5
2371511;2020-12-15 20:04:00;5
2381416;2020-12-15 20:03:00;5
2381416;2020-12-15 20:03:00;5
2336129;2020-12-15 19:47:00;5
2345162;2020-12-15 19:47:00;4
849619;2020-12-15 19:47:00;5
1193721;2020-12-15 19:47:00;5
2178086;2020-12-15 19:46:00;5
2286747;2020-12-15 19:44:00;5
1407342;2020-12-15 19:44:00;5
2050693;2020-12-15 19:43:00;5
2318171;2020-12-15 19:42:00;5
1878505;2020-12-15 19:41:00;5
2030676;2020-12-15 19:41:00;3
1965354;2020-12-15 19:41:00;5
2332264;2020-12-15 19:40:00;4
1779550;2020-12-15 19:38:00;5
2379641;2020-12-15 19:38:00;5
366591;2020-12-15 19:38:00;5
2198774;2020-12-15 19:37:00;5
1851263;2020-12-15 19:36:00;5
1797255;2020-12-15 19:35:00;1
1016636;2020-12-15 19:35:00;3
528096;2020-12-15 19:33:00;4
1277560;2020-12-15 19:33:00;5
366754;2020-12-15 19:33:00;5
2077630;2020-12-15 19:32:00;5
2382765;2020-12-15 19:31:00;4
2380767;2020-12-15 19:30:00;5
2369250;2020-12-15 19:29:00;5
1830710;2020-12-15 19:29:00;5
354489;2020-12-15 19:29:00;4
2380711;2020-12-15 19:27:00;2
2312779;2020-12-15 19:27:00;5
1615831;2020-12-15 19:27:00;5
1743024;2020-12-15 19:25:00;5
1934910;2020-12-15 19:24:00;5
2176377;2020-12-15 19:22:00;5
1802691;2020-12-15 19:20:00;5
1235901;2020-12-15 19:20:00;3
2248530;2020-12-15 19:20:00;5
2380912;2020-12-15 19:17:00;5
1605395;2020-12-15 19:17:00;5
2382530;2020-12-15 19:17:00;5
488191;2020-12-15 19:17:00;3
2358330;2020-12-15 19:16:00;5
1900804;2020-12-15 19:16:00;5
2139476;2020-12-15 19:15:00;5
2382084;2020-12-15 19:15:00;5
2382084;2020-12-15 19:15:00;5
1083527;2020-12-15 19:14:00;4
1926973;2020-12-15 19:13:00;5
2253067;2020-12-15 19:13:00;5
1995456;2020-12-15 19:12:00;3
675994;2020-12-15 19:11:00;2
1353668;2020-12-15 19:10:00;5
1413804;2020-12-15 19:10:00;5
2379288;2020-12-15 19:10:00;5
2131625;2020-12-15 19:10:00;5
1203247;2020-12-15 19:08:00;3
2381042;2020-12-15 19:08:00;5
1707994;2020-12-15 19:08:00;5
1596309;2020-12-15 19:06:00;5
2235895;2020-12-15 19:06:00;4
983171;2020-12-15 19:05:00;5
2091758;2020-12-15 19:05:00;5
2380715;2020-12-15 19:04:00;5
1782875;2020-12-15 19:04:00;5
1944443;2020-12-15 19:04:00;1
2325089;2020-12-15 19:04:00;4
2203748;2020-12-15 19:03:00;5
2362794;2020-12-15 19:03:00;5
1233762;2020-12-15 19:03:00;5
1335886;2020-12-15 19:02:00;5
2248209;2020-12-15 19:02:00;5
461575;2020-12-15 19:01:00;5
1814322;2020-12-15 19:01:00;4
2310432;2020-12-15 19:00:00;4
2185349;2020-12-15 18:59:00;5
1190182;2020-12-15 18:59:00;5
1224556;2020-12-15 18:57:00;1
2094483;2020-12-15 18:57:00;5
2360956;2020-12-15 18:57:00;5
1984729;2020-12-15 18:57:00;5
1663248;2020-12-15 18:57:00;1
1928499;2020-12-15 18:56:00;4
204282;2020-12-15 18:55:00;5
1970160;2020-12-15 18:55:00;5
398565;2020-12-15 18:55:00;5
2230836;2020-12-15 18:54:00;4
2230836;2020-12-15 18:54:00;4
1650577;2020-12-15 18:53:00;1
2381637;2020-12-15 18:53:00;3
1470665;2020-12-15 18:51:00;5
1802431;2020-12-15 18:50:00;4
2263629;2020-12-15 18:50:00;3
1952196;2020-12-15 18:49:00;5
1975667;2020-12-15 18:49:00;3
2338715;2020-12-15 18:48:00;5
2268549;2020-12-15 18:47:00;5
2268549;2020-12-15 18:47:00;5
427809;2020-12-15 18:47:00;5
154745;2020-12-15 18:45:00;5
154745;2020-12-15 18:45:00;5
1266791;2020-12-15 18:45:00;5
2298509;2020-12-15 18:44:00;5
696685;2020-12-15 18:44:00;1
1976214;2020-12-15 18:40:00;4
369997;2020-12-15 18:40:00;5
2263607;2020-12-15 18:40:00;5
2330969;2020-12-15 18:39:00;5
219876;2020-12-15 18:38:00;2
2382224;2020-12-15 18:38:00;5
2381693;2020-12-15 18:37:00;5
2381693;2020-12-15 18:37:00;5
1506148;2020-12-15 18:37:00;5
2382093;2020-12-15 18:37:00;5
2225520;2020-12-15 18:36:00;5
155042;2020-12-15 18:35:00;5
2075460;2020-12-15 18:34:00;5
159024;2020-12-15 18:33:00;5
824829;2020-12-15 18:33:00;5
2339909;2020-12-15 18:32:00;5
315763;2020-12-15 18:32:00;3
1027858;2020-12-15 18:32:00;5
2382026;2020-12-15 18:32:00;5
2381838;2020-12-15 18:31:00;5
2036192;2020-12-15 18:31:00;2
1061214;2020-12-15 18:31:00;5
1747854;2020-12-15 18:30:00;4
2361133;2020-12-15 18:28:00;5
2284189;2020-12-15 18:26:00;5
2382128;2020-12-15 18:26:00;5
529375;2020-12-15 18:26:00;5
2080175;2020-12-15 18:26:00;5
1822814;2020-12-15 18:25:00;5
2374643;2020-12-15 18:25:00;5
1701333;2020-12-15 18:25:00;1
2259922;2020-12-15 18:24:00;4
1800453;2020-12-15 18:24:00;5
2381779;2020-12-15 18:20:00;5
2381123;2020-12-15 18:18:00;5
389349;2020-12-15 18:17:00;5
1610654;2020-12-15 18:17:00;5
1577605;2020-12-15 18:17:00;5
1577605;2020-12-15 18:17:00;5
2363523;2020-12-15 18:16:00;5
1619094;2020-12-15 18:15:00;5
2382097;2020-12-15 18:15:00;5
2337127;2020-12-15 18:15:00;5
1627572;2020-12-15 18:14:00;5
2255793;2020-12-15 18:14:00;1
201902;2020-12-15 18:14:00;5
267130;2020-12-15 18:11:00;5
2319601;2020-12-15 18:11:00;5
2380991;2020-12-15 18:10:00;5
1602359;2020-12-15 18:09:00;5
1973972;2020-12-15 18:08:00;1
2366976;2020-12-15 18:08:00;5
2339325;2020-12-15 18:08:00;3
2381288;2020-12-15 18:07:00;4
2381288;2020-12-15 18:07:00;4
1920258;2020-12-15 18:07:00;5
2316893;2020-12-15 18:06:00;5
229559;2020-12-15 18:06:00;2
2362763;2020-12-15 18:06:00;4
1203175;2020-12-15 18:06:00;5
2034009;2020-12-15 18:06:00;5
871079;2020-12-15 18:05:00;3
2362763;2020-12-15 18:05:00;5
2211186;2020-12-15 18:05:00;5
1324077;2020-12-15 18:05:00;5
2146368;2020-12-15 18:05:00;1
1231297;2020-12-15 18:05:00;3
2146368;2020-12-15 18:05:00;5
2219503;2020-12-15 18:04:00;5
1522853;2020-12-15 18:04:00;5
555259;2020-12-15 18:03:00;5
1095617;2020-12-15 18:03:00;5
